6120,4434,Lila Dreher
15051,1115,João Sampaio
20338,8301,Manu Madeira
77121,919,Meire Brito
30989,4434,Lúcio Guttlei
92017,919,Albertina Ess
32528,919,Mariano Olive
8771,715,Gérson Alanis
61931,715,Alanna Artiol
73973,919,Manoel Prinzl
98678,715,Cândido Alaba
8412,8301,Thomaz Albert
76340,4434,Carmen Haense
1339,919,Bóris Breucha
6864,919,Daniele Addar
57115,919,Rani Alisson
39130,715,Lizandro Agri
82435,715,Ivo De Abdala
61345,919,Alana Acosta
25395,919,Olímpia De Lo
25610,8301,Luci D'Alessi
99801,715,Adolfo Cubas
89144,4434,Alice Assioli
87576,919,Perla Julich
37584,8301,Mariano Alber
65808,715,Aníbal Alves
13416,4434,Marjorie Mora
52574,715,Mariza Cafard
79450,1115,Miranda Britt
46652,8301,George Olivei
46206,4434,Olímpio Haras
15606,715,Kátia Aleardo
56978,1115,Julieta Adaim
45776,919,Carmen Kaiser
89966,4434,Antonella Sam
46618,715,Reneé Preussl
50990,1115,Brunete Adena
99336,919,Joelle Amorim
7942,4434,Jacó Adamy
14112,8301,Salma Eyndhov
17008,1115,Natália De Al
33214,715,Dora Abele
56105,4434,Esperança Kor
88224,919,Alcyone Attio
69427,1115,Lydia Acauan
7658,8301,Ieda Siquira
78850,1115,Lucy Araujo
40897,919,Bruna Adaime
75084,1115,Caetano Ângel
1562,919,Adrienne Agli
17697,4434,Zenon Aguiar
32147,4434,José Artner
10375,8301,Miguel Altman
54649,8301,Jenifer Aldri
8860,1115,Ana Morosini
31480,8301,Leda Not Long
51040,919,Nadya Gomes
23840,8301,Gabriel Brino
16890,8301,Katya Luppa
5351,919,Lauro Baldazz
47014,1115,Andresa Etges
65724,4434,Auro Myszack
1417,8301,Ema Rigitano
57863,8301,Sandra Crusiu
47130,919,Valdo Almeida
12806,4434,Rosário Baron
99886,1115,Cândida Morei
6849,715,Magda Agatão
23135,4434,Ruy Kontarska
48886,919,Roger Alvino
47531,1115,Flávia Toledo
12880,919,Lucas Moser
4524,4434,Alex Misusick
8809,4434,Amélie Heyder
16953,919,Edmundo Abdal
41787,8301,Pilar Campos
40953,1115,Karim Luderit
46910,4434,Nílson Abech
46003,8301,Giselda Aggar
34631,4434,Benjamim Ache
65020,1115,Wilton Busato
7733,919,Michaella Bro
74514,4434,Giovana Frits
6115,919,Alessandro Ab
63559,8301,Leila Agraz
17619,4434,Brianne Abech
92739,1115,Eva Haensel
9476,1115,Gabrielle Agu
57657,919,Martina Frago
6347,4434,Michele Ore A
97559,8301,Martha Pritsc
6944,715,Sueli Cardoso
2535,919,Rafael Teixei
27951,4434,Evelina Ferre
78365,919,Vinício Knack
8292,919,Asha Lummertz
57885,919,Indra Agostin
23817,4434,Fausta Bandei
5942,1115,Alfredo Araga
49892,1115,Emílio Assman
40405,715,Lívia Abbad
31579,8301,Serafina Alej
16038,8301,Maya Myszack
31860,4434,Alberta Drugs
38184,715,Carmo Duweliu
18118,715,Soraya Anele
27119,8301,Mayara Arno
4850,1115,Severino Lund
97617,919,Quitéria Alci
93529,1115,Nina Abrao
46067,4434,Dirceu Misusi
76415,715,Sueli Siqueir
58265,715,Luciene Olive
41035,4434,Valdemir De K
12128,1115,Auxiliadora M
13017,8301,Jandyra Aglia
19141,8301,Mingmei Muell
11513,1115,Andressa Soli
22492,919,Stella Dinis
72410,715,Bento Aleardo
98846,715,Gustavo Amara
58729,4434,Rogéria Gomes
56502,919,Ícaro Joes
14818,4434,Lúcio Buratto
34163,8301,Erasmo Amaral
46626,715,Luciene Aloe
12243,1115,Fabiana Ajadi
98810,8301,Dipak Angeli
13189,4434,Elba Leonel
8499,4434,Solange Franc
88729,4434,Brigitte Cres
15903,715,Jair Preissle
22746,1115,Bernardino Al
82946,8301,Luiza Gulden
54441,4434,Flávia Alabar
60929,919,Nathanael Bar
14271,4434,Carlota Casti
18748,8301,Brunete Alapo
2023,715,Jacó Adamo
31419,8301,Katharina Cor
92485,715,Katherine Abe
56446,4434,Rosa Sampaio
33769,8301,Amy Prybilsky
62037,919,Camilla Molin
31689,1115,Laerte Alles
54788,1115,Tabita Albiss
10087,8301,Magdalena Abb
16487,8301,Jussara Abel
81986,1115,Carla Oliveir
72327,919,Gustavo Alaba
59122,1115,Alicia De Bre
21798,715,Tabita Maas
93189,715,Indra Anizzet
52552,8301,Bernardino Pr
13458,8301,Nadir Adolphs
42106,1115,Lizandro Adai
6507,919,Daphne Kolber
78588,1115,Rebecca Lotte
55849,715,Jacy Burgarth
71553,1115,Valdir De Aja
20635,919,Yvette Albert
44579,1115,Flora Adornet
59723,919,Samira Aceved
74213,919,Adão Carpino
25644,919,Nara Friederi
55310,4434,Samantha Ageu
542,8301,Loreta Coutin
21728,1115,Vanderlei Abu
47511,4434,Haydê Duveliu
36834,715,Frederico Alg
95405,715,Dulcinéa Arna
99821,1115,Gisele Albana
22900,715,Adriane Alber
49079,1115,Flora Cardoso
90601,715,Vivian Alen
34089,4434,Manuel Presse
64754,4434,Janete Lotter
48539,919,Amauri Lora
45512,1115,Liliana Arnol
28235,4434,Alanne Heydri
78995,1115,Nadir Abam
25103,8301,Matias Alcind
6865,8301,Ariana Juchem
831,4434,Vando Oyarzab
58992,4434,Mildred De Ad
92389,1115,Sérgio Alabar
1940,8301,Flávio Grimm
90654,715,Vinícius Pozz
32360,4434,Osmar  De
85414,4434,Tamara Achutt
20353,8301,Rita Ayres
75977,1115,Calixta Cruz
12803,1115,Alberta Harbi
12167,919,Pascoal Alqua
83716,4434,Abílio Adla
23405,1115,Severo Gruzew
71464,919,Nina Kurth
79134,4434,Miguel Arno
3634,1115,Olga Alaniz
85419,4434,Faustina Cabr
4443,1115,Cassandra Haa
15171,1115,Mirna Haag
39201,4434,Rubem Ayres
35629,4434,Thales Kades
48076,1115,Liliana Alebr
24680,8301,Cassiano Antu
43509,1115,Shirley Aimi
40047,8301,Regina Adami
9883,919,Cibele Notte
13090,4434,Christina Bal
49368,1115,Roberta Brand
48840,1115,Valdomiro Pac
91360,919,Marly Motta
12742,1115,Eloah Amaral
73588,1115,Cristina Abra
83334,715,Carlo Coutinh
59477,8301,Ana Abrao
17434,8301,Micael Braz
93018,919,Augusta Adami
86713,919,Liliane Abdo
22791,1115,Amedeo Agrell
13371,1115,Eloah Aguilar
30817,919,Karoline Cist
66525,8301,Dorothy Abran
38451,4434,Estéfano Conc
14533,715,Micael Amadei
97240,715,Cleide Aguirr
6305,8301,Mayara Bucken
93667,715,Dulce Ataliba
295,1115,Robinson Heue
